pupilid,tracking,girl,agetest,bottomhalf,percentile,totalscore,act_track
6681022,0,1,10,0,50.9009,24.55,0
6681026,0,1,10,1,6.756759,1.2,0
6681028,0,1,8,1,40.09009,20.15,0
6681032,0,0,9,0,81.53153,32.95,0
6681036,0,0,8,0,56.3063,22.31429,0
6681046,0,0,8,0,51.8018,1.771429,0
6681048,0,0,9,0,81.08108,23.29286,0
6681052,0,0,10,0,53.6036,24.54286,0
6681055,0,1,11,1,8.558559,15.18571,0
6681059,0,1,8,1,23.87387,4.857143,0
6681061,0,1,7,1,4.054051,7.085714,0
6681063,0,1,10,1,31.98198,10.48571,0
6681065,0,1,9,0,79.27928,13.8,0
6681067,0,1,11,0,86.03603,12.40714,0
6681069,0,1,12,0,99.54955,16.31429,0
6681071,0,1,10,1,3.153151,0.15,0
6681077,0,1,8,1,11.26126,12.62143,0
6681085,0,0,11,0,96.39639,31.3,0
6681089,0,0,10,1,41.89189,1,0
6681091,0,0,13,1,30.18018,11.31429,0
6681101,0,0,10,1,27.47748,6.157143,0
6681105,0,0,11,0,94.14414,20.84286,0
6681107,0,0,10,1,36.48649,2.935714,0
6681523,0,1,8,0,68.46847,16.88571,0
6681524,0,0,8,1,14.86486,3.035714,0
6681531,0,1,8,1,40.99099,9.6,0
6701002,0,0,10,0,94.18604,25.41429,0
6701003,0,0,13,0,91.86047,14.77857,0
6701004,0,0,,0,87.2093,,0
6701005,0,0,10,0,82.55814,33.01429,0
6701006,0,0,9,0,75.5814,30.95714,0
6701008,0,0,11,0,68.60465,24.65,0
6701009,0,0,9,0,66.27907,26.90714,0
6701010,0,0,,0,59.30232,,0
6701012,0,0,9,1,45.34883,19.54286,0
6701014,0,0,8,1,33.72093,11.11429,0
6701016,0,0,8,1,10.46512,12.28571,0
6701018,0,0,10,1,3.488374,11.94286,0
6701020,0,0,11,1,1.162791,5.685714,0
6701022,0,1,11,0,90.69768,27.46429,0
6701024,0,1,10,0,80.23256,26.25714,0
6701026,0,1,8,0,70.93023,29.09286,0
6701027,0,1,9,0,61.62791,29.7,0
6701028,0,1,9,0,56.97675,32.5,0
6701029,0,1,10,0,54.65116,17.97143,0
6701030,0,1,9,0,52.32558,27.57857,0
6701031,0,1,7,1,50,24.39286,0
6701032,0,1,9,1,43.02325,13.35,0
6701034,0,1,8,1,36.04651,30.30714,0
6701036,0,1,7,1,30.23256,33.15,0
6701038,0,1,8,1,22.09302,37.31429,0
6701040,0,1,9,0,63.95349,16.74286,0
6701042,0,1,10,1,15.11628,23.77143,0
6701044,0,1,7,1,8.139533,11.85714,0
6751001,1,1,8,1,0.5747139,,1
6751003,1,1,9,1,2.873564,9.571428,1
6751004,1,0,9,1,4.022992,14.14286,1
6751007,1,0,8,1,7.471263,4.4,1
6751008,1,1,9,1,8.620691,14.74286,1
6751009,1,1,10,1,9.770119,21.32857,1
6751010,1,1,9,1,10.91954,27.64286,1
6751011,1,1,9,1,12.06896,13.25714,1
6751012,1,1,10,1,13.7931,12.28571,1
6751013,1,0,10,1,15.51724,11.82143,1
6751015,1,1,9,1,16.66666,9.428572,1
6751016,1,0,9,1,19.54023,5.464286,1
6751017,1,0,9,1,22.41379,14.92143,1
6751019,1,0,9,1,21.83908,11.36429,1
6751023,1,1,12,1,25.28735,18.9,1
6751024,1,0,10,1,27.0115,6.471428,1
6751025,1,0,8,1,28.16092,15.58571,1
6751026,1,1,10,1,29.31034,15.97143,1
6751027,1,0,8,1,30.45977,,1
6751028,1,0,10,1,32.75862,26.77857,1
6751029,1,0,8,1,35.05747,,1
6751030,1,0,7,1,34.48276,21.22143,1
6751032,1,0,10,1,36.20689,20.54286,1
6751033,1,0,9,1,37.93104,16.26429,1
6751035,1,1,9,1,39.08046,22.82857,1
6751036,1,1,9,1,40.8046,15.46429,1
6751037,1,1,9,1,41.95402,12.62143,1
6751038,1,0,8,1,43.10344,9.385715,1
6751039,1,1,10,1,44.25287,23.88572,1
6751042,1,0,12,1,47.70115,16.48571,1
6751043,1,1,9,1,48.85057,8.442858,1
6751044,1,1,11,1,50,5.285714,1
6761001,0,0,10,0,97.91666,36.69286,0
6761003,0,0,10,0,59.72222,12.25,0
6761005,0,0,10,0,63.19445,14.58571,0
6761007,0,0,9,1,10.41666,3.05,0
6761009,0,0,9,1,36.80556,7.1,0
6761011,0,0,9,1,11.80556,,0
6761013,0,0,10,0,65.97222,6.2,0
6761015,0,0,,0,57.63889,,0
6761017,0,0,9,0,93.75,37.04286,0
6761019,0,0,10,1,45.13889,5.45,0
6761021,0,0,8,0,56.25,31.25,0
6761023,0,0,9,1,43.75,6.2,0
6761025,0,0,11,0,79.86111,33.32143,0
6761027,0,0,8,1,21.52778,7.107143,0
6761031,0,0,9,0,90.97222,37.11429,0
6761033,0,0,9,1,31.25,3.35,0
6761037,0,0,8,1,40.97222,28.35,0
6761039,0,0,11,0,78.47222,17.24286,0
6761042,0,1,,1,14.58334,,0
6761044,0,1,11,0,85.41666,16.00714,0
6761046,0,1,,0,67.36111,,0
6761048,0,1,10,0,75.69444,30.29286,0
6761050,0,1,9,0,68.75,34.4,0
6761052,0,1,12,0,74.30556,29.16429,0
6761054,0,1,6,1,6.944442,1,0
6761056,0,1,7,1,42.36111,6,0
6761058,0,1,9,0,82.63889,13.17143,0
6761060,0,1,9,0,54.86111,9.15,0
6761064,0,1,10,0,81.25,25.08571,0
6761066,0,1,12,0,72.91666,,0
6761068,0,1,9,1,35.41666,,0
6761070,0,1,8,1,18.75,25.07143,0
6761072,0,1,,1,9.722221,,0
6781001,1,1,9,1,1.136363,2.321429,1
6781002,1,1,7,1,3.409088,1,1
6781003,1,1,8,1,5.681819,0,1
6781004,1,1,10,1,9.090912,3.114286,1
6781005,1,1,8,1,12.5,5.942857,1
6781006,1,0,8,1,11.36364,,1
6781007,1,1,9,1,14.77273,5.2,1
6781008,1,0,12,1,17.04546,1.25,1
6781009,1,1,8,1,19.31818,8.85,1
6781010,1,1,9,1,21.59091,17.22857,1
6781011,1,0,8,1,23.86364,33.19286,1
6781012,1,1,9,1,26.13636,9.235714,1
6781013,1,1,10,1,28.40909,9.085714,1
6781014,1,0,9,1,30.68182,1.921429,1
6781015,1,1,9,1,32.95454,7.15,1
6781016,1,1,9,1,35.22728,15.77857,1
6781017,1,0,8,1,37.5,,1
6781018,1,0,8,1,39.77272,11.15,1
6781019,1,1,7,1,42.04546,,1
6781020,1,0,9,1,44.31818,15.11429,1
6781021,1,0,9,1,48.86364,29.70714,1
6781022,1,1,10,0,53.40909,,0
6801026,1,0,11,0,51,,1
6801027,1,1,9,0,53,13.30714,1
6801028,1,1,9,0,55,23.82857,1
6801029,1,0,9,0,57,30.4,1
6801030,1,1,9,0,59,,1
6801031,1,0,11,0,62,19.77143,1
6801032,1,1,9,0,65,26.37143,1
6801033,1,0,10,0,64,11.95714,1
6801034,1,0,9,0,67,,1
6801035,1,0,10,0,69,27.08571,1
6801036,1,0,9,0,71,24.08571,1
6801037,1,1,10,0,73,21.91429,1
6801038,1,1,10,0,75,20.96429,1
6801039,1,1,10,0,77,18.25,1
6801040,1,1,10,0,79,13.17857,1
6801041,1,0,10,0,81,23.61428,1
6801042,1,0,10,0,85,22.4,1
6801043,1,1,9,0,89,22.65,1
6801044,1,1,12,0,88,27.40714,1
6801045,1,1,8,0,88,27.77857,1
6801046,1,1,9,0,91,36.31429,1
6801047,1,1,10,0,93,32.72143,1
6801048,1,0,9,0,95,21.93571,1
6801049,1,1,11,0,97,30.17143,1
6801050,1,0,11,0,99,36.21429,1
6851001,1,0,8,1,4.368931,0,1
6851005,1,1,,1,11.16505,,1
6851007,1,1,8,1,14.07767,0.3,1
6851008,1,1,6,1,13.59223,3.4,1
6851009,1,1,9,1,13.59223,4.821428,1
6851010,1,0,8,1,13.59223,5.114285,1
6851011,1,1,8,1,13.59223,5.978571,1
6851012,1,1,6,1,16.50485,5.05,1
6851014,1,1,9,1,18.4466,,1
6851015,1,1,7,1,18.4466,14.35,1
6851019,1,1,9,1,27.18446,7.435714,1
6851021,1,0,,1,25.24272,,1
6851022,1,1,10,1,25.24272,23.23571,1
6851025,1,1,10,1,29.12621,2,1
6851026,1,0,8,1,29.12621,7.25,1
6851027,1,1,7,1,29.12621,,1
6851029,1,0,8,1,32.52428,12.24286,1
6851030,1,0,10,1,34.95146,5.271429,1
6851032,1,1,8,1,33.98058,26,1
6851034,1,0,9,1,35.92233,23.65,1
6851035,1,1,8,1,39.80583,17.01429,1
6851037,1,0,8,1,38.83495,23.85,1
6851038,1,0,8,1,41.74757,15.72857,1
6851039,1,1,9,1,40.7767,28.37143,1
6851040,1,0,9,1,44.17476,19.02143,1
6851041,1,1,9,1,42.71844,31.5,1
6851042,1,0,9,1,47.08738,17.87143,1
6851044,1,1,8,1,45.63107,30.95,1
6851047,1,1,10,1,48.54369,25.35,1
6851048,1,0,11,1,50,9.2,1
6851050,1,1,9,0,53.39806,,0
6851103,1,,,1,2.912623,,1
6871002,1,,8,1,1.546395,10,1
6871004,1,,6,1,3.608251,7,1
6871005,1,0,8,1,4.639173,0,1
6871006,1,1,9,1,5.670106,15.7,1
6871007,1,0,6,1,6.701028,11.31429,1
6871010,1,1,8,1,9.278351,5.6,1
6871012,1,0,8,1,11.85567,3.2,1
6871013,1,0,8,1,12.8866,27.20714,1
6871014,1,0,7,1,13.91753,9.742857,1
6871015,1,0,10,1,14.94845,0.5,1
6871017,1,1,10,1,18.5567,6.842857,1
6871018,1,0,7,1,17.52577,5.621428,1
6871019,1,1,9,1,20.1031,17.88572,1
6871020,1,1,9,1,19.58763,7.985714,1
6871021,1,0,,1,22.16495,,1
6871022,1,1,9,1,24.74227,5.8,1
6871023,1,1,7,1,48.45361,12.42857,1
6871024,1,1,,1,23.71134,,1
6871025,1,1,9,1,26.28866,14.18571,1
6871026,1,0,8,1,25.7732,11.01429,1
6871027,1,1,,1,27.31959,,1
6871030,1,0,10,1,32.47423,6.6,1
6871032,1,1,9,1,35.05155,10.42857,1
6871033,1,0,8,1,35.05155,11.27857,1
6871034,1,0,7,1,35.05155,4.75,1
6871036,1,1,8,1,38.6598,15.58571,1
6871039,1,0,9,1,40.20619,21.42143,1
6871041,1,0,9,1,41.23711,23.1,1
6871042,1,1,7,0,57.2165,19.04286,0
6871043,1,0,7,1,45.36083,11.05714,1
6871044,1,1,9,1,23.71134,14.42857,1
6871046,1,0,10,1,47.42268,19.08571,1
6871047,1,0,6,1,47.42268,6.257143,1
6871048,1,1,8,1,50,31.39286,1
6911001,1,0,7,1,0.6756783,3.15,1
6911002,1,1,9,1,2.027023,0,1
6911003,1,1,8,1,3.378379,2.735714,1
6911004,1,1,10,1,5.405402,4.8,1
6911005,1,0,,1,7.432437,,1
6911006,1,0,9,1,6.756759,10.6,1
6911008,1,0,6,1,10.13514,1.257143,1
6911009,1,1,9,1,11.48648,1.7,1
6911010,1,0,9,1,12.83784,2.114286,1
6911011,1,0,7,1,14.18918,12.48571,1
6911012,1,1,8,1,15.54054,21.17857,1
6911014,1,0,,1,18.24324,,1
6911015,1,1,10,1,19.5946,6.885715,1
6911016,1,0,9,1,20.94594,11.18571,1
6911017,1,0,10,1,22.2973,26.87857,1
6911018,1,1,,1,23.64864,,1
6911019,1,1,8,1,25,,1
6911020,1,0,9,1,26.35136,15.4,1
6911021,1,0,8,1,27.7027,5.014286,1
6911022,1,0,9,1,29.05406,23.02143,1
6911023,1,0,,1,30.4054,,1
6911025,1,1,7,1,31.75676,26.87143,1
6911027,1,0,8,1,35.81082,7.371428,1
6911028,1,1,9,1,35.13514,8.114285,1
6911029,1,1,10,1,37.16216,14.92857,1
6911031,1,0,8,1,39.86486,3.15,1
6911032,1,1,9,1,41.21622,19.45714,1
6911033,1,0,8,1,42.56756,9.65,1
6911034,1,1,9,1,43.91892,6.285714,1
6911035,1,0,10,1,45.27027,15.35714,1
6911036,1,0,10,1,46.62162,7.714286,1
6911037,1,0,8,1,47.97298,13.57143,1
6921001,1,1,8,1,1.31579,35.02143,1
6921002,1,1,8,1,3.947365,5.2,1
6921003,1,0,8,1,6.578946,16.17143,1
6921004,1,0,7,1,10.52631,34.92143,1
6921005,1,0,8,1,14.47368,,1
6921006,1,1,8,1,13.15789,19.02857,1
6921007,1,1,7,1,17.10526,29.63572,1
6921008,1,0,10,1,19.73684,12.75714,1
6921009,1,0,9,1,26.31578,8.457143,1
6921010,1,1,9,1,31.57895,14.12857,1
6921011,1,1,8,1,32.89474,34.35,1
6921012,1,1,8,1,31.57895,,1
6921013,1,0,8,1,31.57895,20.27857,1
6921014,1,0,8,1,35.52632,17.61428,1
6921015,1,1,9,1,38.15789,19.61428,1
6921016,1,1,7,1,42.10526,12.2,1
6921017,1,0,8,1,46.05264,12.02857,1
6921018,1,1,11,1,44.73684,,1
6931002,0,0,9,0,52.41936,9.921429,0
6931004,0,0,10,0,70.16129,10.68571,0
6931006,0,0,,0,78.22581,,0
6931010,0,0,9,1,13.70968,7.685714,0
6931012,0,0,9,0,76.61291,5.2,0
6931014,0,0,9,1,34.67742,3.2,0
6931016,0,0,,1,30.64516,,0
6931018,0,0,8,0,89.51613,13.49286,0
6931020,0,0,,1,45.96774,,0
6931022,0,0,8,0,84.67742,,0
6931024,0,0,10,1,8.870972,7.378572,0
6931026,0,0,,1,10.48387,,0
6931028,0,0,11,0,57.25806,20.12857,0
6931032,0,0,,1,25.80645,,0
6931036,0,1,,1,41.12903,,0
6931038,0,1,12,0,83.06451,2,0
6931040,0,1,8,1,4.838711,3.5,0
6931044,0,1,9,0,68.54839,14.93571,0
6931046,0,1,11,0,63.70967,18.27857,0
6931048,0,1,10,0,75,27.4,0
6931050,0,1,8,1,47.58065,0,0
6931052,0,1,9,0,55.64516,25.79286,0
6931054,0,1,11,0,81.45161,8.6,0
6931056,0,1,,1,20.16129,,0
6931058,0,1,9,0,91.12904,26.7,0
6931060,0,1,9,0,71.77419,12.77143,0
6931062,0,1,9,1,18.54839,2.75,0
6951001,1,0,10,1,0.6756783,6.335714,1
6951002,1,0,8,1,2.027023,10.38571,1
6951003,1,0,9,1,3.378379,5.921429,1
6951004,1,1,10,1,4.72973,0,1
6951005,1,0,8,1,6.08108,9.95,1
6951007,1,0,9,1,8.783781,7.285714,1
6951008,1,1,8,1,10.13514,8.614285,1
6951009,1,1,9,1,11.48648,9.6,1
6951011,1,0,8,1,14.18918,6.257143,1
6951012,1,0,9,1,15.54054,3.9,1
6951013,1,1,8,1,16.8919,22.96428,1
6951014,1,0,10,1,18.24324,4.357143,1
6951015,1,1,8,1,19.5946,15.04286,1
6951016,1,1,8,1,20.94594,12.25714,1
6951017,1,1,8,1,22.2973,,1
6951018,1,1,8,1,23.64864,19.93571,1
6951020,1,0,8,1,26.35136,,1
6951021,1,1,9,1,27.7027,1.95,1
6951022,1,1,8,1,29.05406,23.04286,1
6951024,1,1,8,1,31.75676,17.55,1
6951025,1,0,8,1,33.1081,,1
6951026,1,0,8,1,34.45946,23.90714,1
6951027,1,0,8,1,35.81082,11,1
6951028,1,1,12,1,37.16216,24.22857,1
6951029,1,1,8,1,38.51352,20.82857,1
6951030,1,0,10,1,39.86486,16.48571,1
6951031,1,0,9,1,41.21622,2.578571,1
6951032,1,0,10,1,42.56756,14.6,1
6951033,1,1,11,1,44.5946,7.421429,1
6951034,1,0,8,1,46.62162,7.2,1
6951035,1,1,9,1,45.94595,10.41429,1
6951037,1,0,10,1,49.32432,19.92857,1
6991001,1,0,11,1,0.90909,12.08571,1
6991002,1,1,8,1,2.72727,30.88571,1
6991003,1,0,10,1,4.545456,18.7,1
6991004,1,1,7,1,6.363636,25.50714,1
6991005,1,0,13,1,8.181816,14.77143,1
6991006,1,1,8,1,10,29.25,1
6991007,1,1,9,1,11.81818,27.12143,1
6991008,1,1,9,1,13.63636,11.11429,1
6991009,1,1,,1,16.36363,,1
6991010,1,0,10,1,19.09091,22.15714,1
6991011,1,1,9,1,18.18182,22.11428,1
6991012,1,0,9,1,20.90909,15.57143,1
6991013,1,1,,1,22.72728,,1
6991014,1,1,8,1,24.54546,20.21429,1
6991015,1,1,8,1,26.36364,16.12857,1
6991016,1,0,9,1,28.18182,24.33571,1
6991017,1,0,10,1,30,6.428571,1
6991018,1,0,,1,31.81818,,1
6991019,1,0,11,1,33.63637,21.24286,1
6991020,1,1,10,1,35.45455,30.85714,1
6991021,1,0,11,1,37.27273,10.98571,1
6991022,1,0,9,1,39.09091,21.26429,1
6991023,1,1,8,1,40.90909,19.51429,1
6991024,1,1,10,1,42.72727,26.85,1
6991025,1,0,9,1,44.54545,13.12143,1
6991026,1,0,13,1,46.36364,21.27857,1
6991027,1,0,8,1,48.18182,14.41429,1
6991028,1,0,8,1,50,31.32143,1
7081003,0,0,8,,,15.2,0
7081005,0,0,9,,,39.7,0
7081007,0,0,8,,,2.5,0
7081009,0,0,9,,,39.45714,0
7081011,0,0,9,,,34,0
7081019,0,0,9,,,16.9,0
7081023,0,0,12,,,24.5,0
7081025,0,1,10,,,20.11428,0
7081029,0,1,8,,,34.6,0
7081031,0,1,11,,,37.6,0
7081033,0,1,11,,,1.114286,0
7081035,0,1,8,,,20.68571,0
7081037,0,1,12,,,22.61428,0
7081039,0,1,9,,,38.94286,0
7081041,0,1,8,,,43.1,0
7081043,0,1,9,,,25.98571,0
7081047,0,1,9,,,16.01429,0
7081049,0,1,9,,,28.4,0
7081051,0,1,10,,,38.01429,0
7081053,0,1,7,,,28.38572,0
7081055,0,1,8,,,39.71429,0
7081059,0,1,8,,,34.7,0
7081061,0,0,12,,,39.3,0
7081063,0,0,9,,,7.2,0
7081065,0,0,11,,,13.34286,0
7081067,0,0,11,,,16.02857,0
7081071,0,0,10,,,14.91429,0
7081073,0,0,10,,,42.2,0
7081079,0,0,9,,,16.84286,0
7081081,0,0,12,,,27.39286,0
7081083,0,0,8,,,9.571428,0
7091002,0,0,11,0,89.62264,23.07857,0
7091004,0,0,10,1,38.67924,,0
7091006,0,0,8,0,99.0566,28.75714,0
7091008,0,0,11,0,55.66038,10.64286,0
7091010,0,0,11,0,85.84905,30.58571,0
7091012,0,0,7,0,57.54717,13.06429,0
7091014,0,0,12,0,87.73585,16.75,0
7091016,0,0,11,1,20.75472,3.228571,0
7091018,0,0,11,0,59.43396,13.08571,0
7091020,0,0,12,1,18.86792,2,0
7091024,0,0,8,1,8.490562,,0
7091026,0,0,10,0,78.30189,20.47143,0
7091028,0,0,10,1,29.24528,11.1,0
7091031,0,1,9,0,54.71698,,0
7091033,0,1,9,1,18.86792,12.8,0
7091035,0,1,7,1,49.0566,7.9,0
7091037,0,1,11,1,4.71698,7.2,0
7091039,0,1,13,1,26.4151,7.514286,0
7091041,0,1,9,0,74.5283,16.88571,0
7091043,0,1,9,1,41.50943,19.51429,0
7091045,0,1,10,0,93.39622,20.05,0
7091047,0,1,9,0,83.01887,13.57143,0
7091049,0,1,9,1,28.30189,,0
7091051,0,1,8,0,66.03773,,0
7091053,0,1,8,1,41.50943,5.45,0
7091055,0,1,8,1,22.64151,,0
7091057,0,1,9,1,2.830184,1.75,0
7101001,0,0,,1,49.21875,,0
7101003,0,0,13,0,86.71875,25.07143,0
7101004,0,0,14,0,97.65625,37.61428,0
7101005,0,0,8,0,57.03125,29.56429,0
7101006,0,0,10,1,46.09375,5.464286,0
7101008,0,0,9,0,53.125,19.43571,0
7101009,0,0,7,1,25.78125,4.9,0
7101010,0,0,9,0,67.96875,16.09286,0
7101011,0,0,9,1,33.59375,8.85,0
7101012,0,0,13,0,65.625,12.26429,0
7101013,0,0,10,1,41.40625,4.7,0
7101014,0,0,9,1,19.53125,24.1,0
7101015,0,1,8,0,55.46875,4.142857,0
7101016,0,1,,0,96.09375,,0
7101017,0,1,,1,0.78125,,0
7101018,0,1,8,0,73.4375,12.97143,0
7101019,0,1,,1,17.1875,,0
7101020,0,1,10,0,95.3125,11.54286,0
7101021,0,1,6,1,10.15625,,0
7101022,0,1,7,1,39.84375,1.2,0
7101023,0,1,9,1,4.6875,1,0
7101024,0,1,7,0,81.25,18.41429,0
7101025,0,1,7,0,71.875,27.85,0
7101026,0,1,9,0,93.75,28.62857,0
7101027,0,1,7,1,25,0.6,0
7101028,0,1,8,0,99.21875,28.2,0
7101030,0,1,,0,59.375,,0
7101031,0,1,8,1,3.125,12,0
7101032,0,1,8,1,18.75,1.857143,0
7101033,0,1,9,0,67.1875,11.65714,0
7111027,1,1,8,0,51.96078,,1
7111028,1,0,11,0,53.92157,7.442857,1
7111029,1,1,8,0,55.88235,34.15714,1
7111030,1,1,8,0,59.80392,25.54286,1
7111031,1,1,8,0,65.68627,26.38571,1
7111032,1,0,8,0,62.7451,32.44286,1
7111033,1,1,10,0,62.7451,23.02857,1
7111034,1,1,8,0,68.62745,14.08571,1
7111035,1,1,10,0,68.62745,29.35714,1
7111036,1,0,,0,70.58823,,1
7111037,1,0,9,0,73.52941,14.87143,1
7111038,1,1,9,0,72.54902,30.03572,1
7111039,1,1,9,0,75.4902,15.03571,1
7111040,1,1,10,0,78.43137,20.36429,1
7111041,1,0,,0,81.37255,,1
7111042,1,0,11,0,80.39216,13.58571,1
7111043,1,1,9,0,83.33334,26.36428,1
7111044,1,1,9,0,85.29412,24.34286,1
7111046,1,1,,0,87.2549,,1
7111047,1,1,10,0,89.21568,,1
7111048,1,0,,0,91.17647,,1
7111049,1,0,,0,93.13725,,1
7111050,1,0,10,0,96.07843,23.92143,1
7111051,1,0,10,0,99.01961,29.05,1
7111052,1,1,10,0,98.03922,22.30714,1
7111053,1,1,8,1,0.9803891,13.08571,0
7121001,1,0,7,1,0.90909,11.88571,1
7121002,1,1,10,1,4.545456,0.45,1
7121003,1,0,10,1,2.72727,3.35,1
7121004,1,1,12,1,6.363636,15.75714,1
7121005,1,1,10,1,8.181816,12.14286,1
7121006,1,0,8,1,10,,1
7121007,1,0,8,1,11.81818,11.11429,1
7121008,1,1,8,1,13.63636,,1
7121009,1,1,8,1,15.45454,,1
7121010,1,0,10,1,17.27273,10.7,1
7121011,1,0,12,1,19.09091,4.5,1
7121012,1,1,7,1,20.90909,0,1
7121013,1,0,10,1,22.72728,25.45,1
7121014,1,0,10,1,24.54546,31.17857,1
7121015,1,0,11,1,26.36364,35.82857,1
7121016,1,0,9,1,28.18182,5.485714,1
7121017,1,1,11,1,30,17.67143,1
7121018,1,1,9,1,31.81818,3.685714,1
7121019,1,1,12,1,33.63637,6,1
7121020,1,1,9,1,35.45455,34.41429,1
7121021,1,1,7,1,37.27273,34.3,1
7121022,1,1,8,1,39.09091,18.63571,1
7121023,1,0,9,1,40.90909,29.92857,1
7121024,1,0,8,1,42.72727,7.942857,1
7121025,1,0,10,1,44.54545,11.02857,1
7121026,1,0,7,1,46.36364,,1
7121027,1,0,10,1,48.18182,30.8,1
7121028,1,1,8,1,50,34.5,1
7151003,0,0,10,1,10.625,6.185714,0
7151005,0,0,11,0,81.875,15.96429,0
7151007,0,0,11,0,91.875,9.821428,0
7151013,0,0,11,0,86.875,19.5,0
7151015,0,0,9,1,43.125,14.35714,0
7151019,0,0,9,1,45.625,6.7,0
7151021,0,0,9,1,25,15.36429,0
7151025,0,0,11,0,56.875,9.264286,0
7151028,0,1,10,1,40,,0
7151032,0,1,9,0,71.875,10.2,0
7151036,0,1,8,0,65.625,11.59286,0
7151038,0,1,10,1,38.125,14.56429,0
7151042,0,1,8,0,59.375,10.99286,0
7151044,0,1,12,0,95.625,13.28571,0
7151046,0,1,11,0,78.125,6.05,0
7151048,0,1,12,0,93.125,19.04286,0
7151052,0,1,8,1,36.875,17.95,0
7151054,0,1,9,0,53.125,20.05,0
7151056,0,1,10,1,44.375,7.457143,0
7151058,0,1,12,0,76.875,13.38571,0
7151060,0,1,10,1,26.25,23.35,0
7151064,0,1,8,1,8.124995,1.857143,0
7151066,0,1,12,0,79.375,4,0
7151069,0,0,10,1,35.625,5.1,0
7151072,0,1,8,1,1.874995,7.542857,0
7151076,0,0,8,,,13.81429,0
7151078,0,0,8,0,84.375,14.62143,0
7151082,0,1,10,0,88.125,25.21429,0
7151556,0,0,9,1,33.125,11.04286,0
7151560,0,1,9,1,11.875,1.457143,0
7161001,0,0,11,,,12.62857,0
7161006,0,0,11,,,30.07857,0
7161007,0,0,7,,,,0
7161013,0,0,9,,,28.67143,0
7161024,0,0,9,,,22.44286,0
7161025,0,0,10,,,21.21429,0
7161027,0,1,11,,,30.85714,0
7161035,0,1,10,,,30.62857,0
7161036,0,1,9,,,9.2,0
7161038,0,1,9,,,6.55,0
7161041,0,1,7,,,,0
7161044,0,1,8,,,9.528571,0
7161050,0,1,12,,,24.87143,0
7161057,0,1,8,,,12.92857,0
7161059,0,1,10,,,28.17857,0
7161063,0,1,10,,,16.25714,0
7161068,0,1,11,,,29.65714,0
7161074,0,1,8,,,25.87143,0
7161075,0,1,8,,,27.1,0
7161083,0,1,7,,,9.457143,0
7161088,0,0,7,,,14.2,0
7161089,0,0,10,,,3,0
7161100,0,0,10,,,8,0
7161102,0,0,10,,,5.028572,0
7161103,0,0,12,,,19.63571,0
7161106,0,0,8,,,,0
7161109,0,0,8,,,17.48571,0
7161110,0,0,10,,,19.4,0
7171002,1,1,9,1,1.595747,17.67857,1
7171003,1,1,9,1,2.659571,13.48571,1
7171004,1,0,9,1,3.723407,13.53571,1
7171005,1,0,8,1,5.319148,6.9,1
7171006,1,1,8,1,6.91489,18.15714,1
7171007,1,1,12,1,6.382978,30.61428,1
7171010,1,0,10,1,10.10638,10.45,1
7171015,1,1,10,1,17.02127,6.485714,1
7171016,1,1,7,1,17.55319,15.41429,1
7171017,1,0,10,1,17.02127,10.65,1
7171018,1,1,8,1,19.14893,13,1
7171019,1,1,8,1,20.74468,13.07857,1
7171020,1,0,10,1,20.21276,5.6,1
7171021,1,0,7,1,21.80851,9.964286,1
7171022,1,1,9,1,23.40425,8.042857,1
7171023,1,0,10,1,25,28.77143,1
7171026,1,0,11,1,27.12766,12.8,1
7171027,1,1,9,1,28.19149,27.35714,1
7171029,1,0,8,1,31.38298,,1
7171030,1,1,8,1,30.85107,23.29286,1
7171032,1,1,10,1,34.57447,17.02143,1
7171036,1,1,,1,37.23404,,1
7171037,1,0,11,1,38.82979,25.97143,1
7171038,1,0,9,1,39.89362,29.55,1
7171040,1,0,8,1,42.55319,11.72143,1
7171042,1,0,10,1,43.61702,9.2,1
7171044,1,0,9,1,46.27659,21.72143,1
7171045,1,0,10,1,47.34043,21.22143,1
7171046,1,0,10,1,48.93617,9.371428,1
7191002,0,1,8,0,93.75,,0
7191004,0,1,,0,96.25,,0
7191008,0,1,8,1,23.75,4.714286,0
7191010,0,1,8,0,56.25,6.571428,0
7191012,0,1,8,1,50,4.242857,0
7191014,0,1,8,0,83.75,14.7,0
7191016,0,1,11,0,71.25,13.42857,0
7191018,0,1,8,1,15,8,0
7191021,0,0,10,0,75,,0
7191023,0,0,11,1,12.5,1.65,0
7191025,0,0,,0,98.75,,0
7191027,0,0,6,1,26.25,10.97857,0
7191029,0,0,9,1,28.75,,0
7191031,0,0,8,1,32.5,5.478571,0
7191033,0,0,10,1,35,14.54286,0
7191035,0,0,12,1,46.25,13.2,0
7191037,0,0,10,0,52.5,2.2,0
7191039,0,0,12,0,61.25,12.2,0
7191041,0,0,12,0,78.75,10.3,0
7201001,0,0,9,1,33.67347,17.36429,0
7201007,0,0,8,1,5.102038,,0
7201009,0,0,10,1,31.63265,17.52857,0
7201011,0,0,9,1,27.55102,22.76429,0
7201013,0,0,,0,78.57143,,0
7201015,0,0,9,1,21.42857,16.43571,0
7201017,0,0,,0,63.2653,,0
7201019,0,0,,1,47.95918,,0
7201021,0,0,10,1,50,10.4,0
7201027,0,0,10,1,7.142854,18.15714,0
7201030,0,1,8,0,68.36735,35.1,0
